,feature_names,feature_weights
193,bodi,0.3275784986698545
194,webmd,0.3263729634396848
195,nthi,0.32497748388050285
196,mont,0.3247037372079269
197,doesn,0.32347671568062586
198,pcd,0.32230229971072893
199,nvasectomi,0.32209958565010877
200,carese,0.3220609238120927
201,hyperthyroid,0.32149528521530946
202,citi,0.3178006787516041
203,nerv,0.31640784026850366
204,brain,0.31494727921557014
205,nand,0.3120691573633625
206,day,0.3115312366991337
207,immun,0.3114080105580996
208,gain,0.3100345998232437
209,chronic,0.3095461042311789
210,vagin,0.30917107367922847
211,injuri,0.30777984134275915
212,need,0.3072887330813151
213,nii,0.30623402554688195
214,npoxviru,0.30458553232290037
215,websit,0.3044704420697658
216,address,0.3030554616144321
217,irregular,0.30272646100862005
218,away,0.2997900045449991
219,nsubscrib,0.29938483798427545
220,ve,0.29910130115259476
221,pressur,0.2990857525460035
222,prep,0.29807871133704067
223,npay,0.2979703862034324
224,dure,0.29746624958802753
225,nget,0.29693368175264045
226,public,0.2963648679776074
227,nfrn,0.2962533449924944
228,physic,0.2960476594863317
229,mar,0.295187733090641
230,ave,0.2933139637711888
231,parent,0.29251613084153133
232,nsummari,0.2924736796038933
233,nbecom,0.2923963246240066
234,servic,0.2922354480005699
235,px,0.29162925593480693
236,caus,0.2905944687931729
237,reset,0.28973460626531666
238,tissu,0.2890038448604238
239,fastact,0.28741861613965514
240,nintrauterin,0.2872686123065655
241,vote,0.286513947433255
242,nhypertens,0.28640864556752077
243,rural,0.28459929798946065
244,minnesota,0.2834867522112487
245,date,0.2819261094395916
246,noverview,0.2806886853056028
247,don,0.27815383855823766
248,test,0.2776251325860088
249,peni,0.27743500855583414
250,yesnodo,0.27605222041036515
251,intercours,0.27578077838408543
252,ntubal,0.2755592960894111
253,place,0.2750032148938508
254,nb,0.2746867929278453
255,onlin,0.2741454705377811
256,nhealth,0.2739897401367339
257,ask,0.27397689188781027
258,select,0.2728569179998379
259,procedur,0.2722454697874968
260,mmwr,0.2721314590250126
261,la,0.27120658264191916
262,nlocat,0.2711869649592534
263,fund,0.2707395927821792
264,nthe,0.27047949834450996
265,ha,0.26994072903044564
266,handsfield,0.26987460930332124
267,life,0.26974067297903276
268,comment,0.2695665860788842
269,sign,0.26919916450803816
270,cover,0.2669174396830371
271,safeti,0.2668610241947913
272,plastic,0.26675279426494747
273,interactionsprimari,0.26569917155677525
274,option,0.2651910941077148
275,famili,0.2642092610793496
276,user,0.26289362351589957
277,onli,0.2602231642974065
278,spermicid,0.2593548949748325
279,advers,0.25873551841842307
280,process,0.2584118927258546
281,start,0.25436864769925266
282,restrict,0.2535541808924856
283,lo,0.25295403731059624
284,volunt,0.25262924497835126
285,askabl,0.25137737009907984
286,stay,0.250795685884087
287,gland,0.25069345381408253
288,aafp,0.250511497469602
289,nbook,0.25013193058396865
290,prepar,0.24994001820662645
291,cramp,0.2498796180920678
292,area,0.24978253633078146
293,archiv,0.2487570784556958
294,line,0.2484537647705074
295,nproduct,0.24719021695224888
296,nimplant,0.24612432429956851
297,long,0.24600485009962622
298,nurs,0.2459473894162095
299,nsign,0.24550754696557947
300,ntelemedicin,0.2443488383965451
301,mobil,0.24391972211552274
302,finder,0.24354585075078197
303,stori,0.24300244079158392
304,hepat,0.2414006129604971
305,pgx,0.24130665351144845
306,local,0.2401312319317895
307,activ,0.23989647244358075
308,nsexual,0.23978421364780098
309,insight,0.23955101656668715
310,aid,0.23920068015491588
311,seriou,0.23862884395384787
312,nsearch,0.2380978148099372
313,doctor,0.2374028442492351
314,arrest,0.2372107761535122
315,percent,0.23648840187295897
316,offer,0.23629103354753195
317,hospit,0.2361941487727524
318,santa,0.23615986099296588
319,cell,0.23573114401374734
320,heavi,0.23550032885880995
321,hrsa,0.23544794104033887
322,hour,0.23529927220734828
323,deselect,0.23441867814608675
324,firewal,0.23441867814608675
325,ncondom,0.23424721825510808
326,lancast,0.23393157978981544
327,perman,0.23362179008980866
328,nhipaa,0.23293246051431407
329,blank,0.23253826751854362
330,dr,0.23218676781270306
331,liletta,0.2315364010476266
332,postpartum,0.2314074755410717
333,affect,0.23132774758762245
334,sponsorship,0.23096267650173877
335,ntest,0.23083472125770807
336,websitehelp,0.23061284591480227
337,launch,0.23061284591480227
338,yesnoar,0.23004351700863768
339,overdiagnosisy,0.23004351700863768
340,love,0.22978795949484843
341,book,0.22944199018325634
342,nigeria,0.22914117358397404
343,nbirth,0.2283720468537385
344,target,0.22780223412233738
345,ectop,0.2274723212624929
346,drug,0.22746633077761774
347,oak,0.2270577952979519
348,dhttp,0.22673998637905624
349,nif,0.22673877758017963
350,cook,0.22664150671644537
351,articl,0.2265623046953513
352,muscl,0.22607927701358094
353,worldwid,0.22604786972923335
354,know,0.22597095545061985
355,profit,0.2257888846811147
356,post,0.2257856242565306
357,nexplor,0.22493154999840775
358,nfemal,0.22410315042416434
359,atlanta,0.2236116777955304
360,nmi,0.22318639501981113
361,mcdc,0.22318639501981113
362,nimg,0.22318639501981113
363,way,0.22305002685072028
364,ani,0.22252275949949388
365,th,0.2225006297987483
366,request,0.2219599998559457
367,affili,0.22173341312364495
368,rheumatoid,0.22169335686672018
369,nlong,0.2216577111405611
370,opinion,0.22156973121151263
371,ppt,0.22149430907387216
372,career,0.22114167636859688
373,lng,0.22055746601689888
374,endometri,0.22024304841552328
375,primari,0.21982524580005966
376,partner,0.21930789763328504
377,girl,0.21892244594573673
378,grade,0.21872504416545052
379,ncdc,0.2186985610931486
380,barrier,0.21812434007207154
381,nread,0.2179963915631991
382,reproductivehealth,0.21778295063991554
383,abnorm,0.21719119025343872
384,willamett,0.21688749941817048
385,seller,0.21679437256176282
386,reportsimpl,0.21679437256176282
387,fibromyalgiamonthli,0.21679437256176282
388,remediestrain,0.21679437256176282
389,revenu,0.21679437256176282
390,resiliencemayo,0.21679437256176282
391,couldn,0.2166139341981146
392,im,0.21577703095503428
393,sidebar,0.21576962635517893
394,nyour,0.21552012904104065
395,niosh,0.21545697817635953
396,ring,0.21526148681029456
397,nuse,0.21525760126821153
398,condommonth,0.2150189287476595
399,ncopper,0.21399202083907934
400,namerican,0.21208193395398647
401,findahealthcent,0.21190314693630496
402,republ,0.21181203526723377
403,nprostat,0.21130969689816842
404,chart,0.21088978942983147
405,para,0.21073542819111313
406,matern,0.21053827967651834
407,needl,0.21022163797192803
408,foot,0.20963830714484294
409,asha,0.20953373010205503
410,world,0.20947933729856758
411,million,0.20947169921453282
412,telehealth,0.20944186148275296
413,advisori,0.209173066700619
414,transform,0.20863778064514157
415,complic,0.20805420646495149
416,wait,0.2079426602562642
417,vaginosi,0.20653344956634942
418,bisexu,0.2054681483566592
419,donor,0.2054172959010976
420,menopaus,0.20491072355395237
421,nview,0.2044158583955836
422,sure,0.20386443320695297
423,staff,0.2038618323267827
424,nhave,0.20368432463775307
425,marketplac,0.2032755447787382
426,campaign,0.2027166012336284
427,work,0.20250431550481096
428,best,0.2023250452439249
429,kyleena,0.20198749042789807
430,color,0.20157440147900285
431,stop,0.20124228513114015
432,close,0.20115385030481114
433,classif,0.20074176812735828
434,danger,0.20064988910698306
435,nbill,0.20004177395272363
436,fight,0.19935166533142806
437,jpg,0.19931657911220474
438,plain,0.1989695928964233
439,plannedparenthood,0.19893777091706974
440,nself,0.198920843445434
441,guidelin,0.19849241851823185
442,global,0.19813626767605777
443,expert,0.19809304404012523
444,ovul,0.19800687223181607
445,nstep,0.19787450277107937
446,countri,0.19766458137548548
447,skyla,0.19609661560813627
448,inject,0.1960379475269569
449,contribut,0.19594732172677556
450,free,0.19545032152876085
451,ntransgend,0.1952459869842446
452,statist,0.19512282401792702
453,iodin,0.19495781465634804
454,feder,0.19452123742029045
455,levonorgestrel,0.1944985366488366
456,mental,0.19447895734953954
457,director,0.19436069672874653
458,ncyp,0.1940786335103292
459,vital,0.19369257105340423
460,reliev,0.19354353712060396
461,npharmaci,0.19344089230405934
462,minor,0.1930611833141086
463,ecp,0.19220233683487997
464,ndonat,0.1919842942448872
465,backup,0.19189410648389366
466,advertis,0.19169871762888538
467,box,0.1911986872488474
468,hsv,0.19112793666458622
469,rout,0.19094674652983656
470,submit,0.19080396802259775
471,infant,0.18991764616844442
472,cu,0.18987637379724598
473,nsharetweet,0.1896140362424361
474,radiat,0.18933202460094167
475,coronari,0.18927670911566777
476,otc,0.18927186097593732
477,teach,0.18917656479011355
478,survey,0.18906260504370398
479,nasset,0.18901496390332068
480,decis,0.18845012936015912
481,npleas,0.18839575717203733
482,fahc,0.18835835283227106
483,fred,0.18789431908038937
484,dispar,0.1876960653224416
485,intern,0.18766504748152676
486,chanc,0.18765749337079124
487,md,0.18687275117542698
488,email,0.18677400201841435
489,ncontracept,0.18625701031264497
490,bacteria,0.1853280554160903
491,ngender,0.1844775924249038
492,nglossari,0.1844775924249038
493,nissu,0.1843395237810025
494,award,0.18386104732464253
495,nadvertis,0.1835731745091586
496,men,0.18357234304270448
497,lgbtq,0.18329098010511907
498,nprogestin,0.18326223882479917
499,rim,0.18237699554882353
500,ovari,0.1818299366424077
501,impli,0.18163484007118608
502,podcast,0.18153451588341427
503,manag,0.1812388789910217
504,dalkon,0.18077805748046033
505,ncontact,0.1807463273611646
506,initi,0.18044690587077572
507,st,0.1802522359732117
508,nchat,0.18013882864728853
509,open,0.180064221848829
510,ndevic,0.17988616185584264
511,checkout,0.17984489097192247
512,refund,0.17984489097192247
513,permit,0.17984489097192247
514,nnext,0.1792314840168011
515,physician,0.1791945615933575
516,prioriti,0.17872911754632248
517,nh,0.17814403371720672
518,compani,0.1778006381375568
519,herp,0.17773802087513635
520,unmet,0.1769062260038487
521,press,0.1767833420509764
522,asthma,0.17635246557887302
523,cough,0.17599638898232714
524,nsorri,0.17591506032845688
525,rate,0.175872515535138
526,counsel,0.17584973470040383
527,dvt,0.17582391812603795
528,infertil,0.17567484214793794
529,gynecologist,0.17566763243622824
530,matter,0.17561528210478758
531,spring,0.17557581546603304
532,nu,0.1753431611909054
533,nhigh,0.17526878688293135
534,mb,0.1752608635657595
535,stillwat,0.1751442970644141
536,nlocal,0.17496273640574264
537,connect,0.1748756775768004
538,nye,0.17475017376207588
539,concern,0.17421242922487482
540,legal,0.1741396095641801
541,span,0.1735525890478534
542,exercis,0.17326432526870567
543,opportun,0.17321004192712194
544,act,0.17297036400851828
545,ecg,0.17261497585176552
546,window,0.17240842192532013
547,gene,0.17222553002880317
548,text,0.17179922279089077
549,nexplanon,0.17173382524630781
550,trump,0.17172091811388465
551,ny,0.17165985163857728
552,battl,0.17155789637977026
553,chapter,0.17155789637977026
554,specif,0.17115509377416857
555,nation,0.17097342562654388
556,ncontinu,0.17063840008913037
557,histori,0.17003085071137164
558,scienc,0.16939354459793887
559,nto,0.16937221816223064
560,poxvirus,0.1692141846238335
561,raw,0.16915151428997005
562,cervix,0.16897088297745097
563,nsteril,0.16888949113779206
564,neduc,0.168873598138928
565,law,0.16881259047841138
566,protect,0.1687011909773083
567,exposur,0.16839173868829335
568,nwithdraw,0.1682811830112326
569,ncovid,0.16815788259752062
570,touch,0.16811054290266353
571,breastfeed,0.16795207379925287
572,receiv,0.16773254285088324
573,nstay,0.16744727364576267
574,newborn,0.1673490991862525
575,nspermicid,0.16720375900905246
576,healthplu,0.16716211468639497
577,nspong,0.1669222241750745
578,editor,0.16690554179954115
579,skip,0.16660581619903528
580,profil,0.16651275636263627
581,resourc,0.1662520913059005
582,npearl,0.16604754330745852
583,np,0.16575170970275205
584,earli,0.1653987967625602
585,nadmiss,0.16538809341540558
586,got,0.16521944733173696
587,eat,0.164803710386386
588,zika,0.1646252071139858
589,patch,0.16458908282306445
590,nblog,0.16448398749656656
591,pe,0.16442921552561074
592,nprep,0.16402724238377828
593,patient,0.1639958835223761
594,investig,0.16374562335300855
595,caregiv,0.16371220605680778
596,columbia,0.1636679906780098
597,figur,0.16350841234335406
598,hypertens,0.16327075249364154
599,defend,0.16323947444165532
600,condit,0.16318608843851723
601,icon,0.16313949777575681
602,estrogen,0.16296263389835858
603,nabnorm,0.162934541052886
604,leg,0.16259240246957246
605,attack,0.16244071004652919
606,role,0.16227277127404624
607,contagi,0.1621194966187304
608,nremov,0.1620744078998834
609,phone,0.1618144962213084
610,modem,0.16166130234872914
611,nlan,0.16166130234872914
612,cabl,0.16166130234872914
613,lan,0.16166130234872914
614,nreload,0.16166130234872914
615,connectioncheck,0.16166130234872914
616,nnull,0.16166130234872914
617,reboot,0.16166130234872914
618,ndetail,0.16166130234872914
619,nerr,0.16166130234872914
620,antiviru,0.16166130234872914
621,router,0.16166130234872914
622,nopportun,0.16132656454436434
623,sharp,0.1610355331274859
624,schedul,0.16080185770927705
625,endors,0.1607751327331577
626,led,0.16076820890139396
627,foundat,0.16069623674301975
628,adren,0.16063722843724135
629,xef,0.16055889663147457
630,xbf,0.16055889663147457
631,diet,0.16047993391111676
632,roo,0.15990585958282988
633,nclarif,0.15970002366591296
634,event,0.15962270678519366
635,nfact,0.15949658846692408
636,individu,0.15948063734615298
637,resid,0.15942778590789383
638,bronchiti,0.1591556376222271
639,seven,0.1589493510692463
640,express,0.15885563903263472
641,faculti,0.15884598984522555
642,sore,0.15883687409130642
643,highli,0.15843699312624088
644,list,0.15822859436848766
645,fellowship,0.1581998346642913
646,pay,0.1581925880433466
647,xbb,0.15817906474407667
648,nshop,0.15812564109512492
649,ed,0.15810409261372535
650,nbodi,0.15809114923624676
651,dn,0.15807572996500668
652,ip,0.15807572996500668
653,orient,0.15754792673765028
654,size,0.1572732831051105
655,guid,0.15726195740717844
656,foreskin,0.15678302926918875
657,ear,0.15674293729250366
658,pharmacist,0.15663915018512434
659,respect,0.1565855531878991
660,describ,0.15603886432759415
661,consent,0.15588049229057202
662,nparagard,0.1558063093309139
663,charact,0.1555671298677488
664,nsee,0.15533956889945966
665,plantar,0.15520699877159608
666,appoint,0.15517361734012872
667,illeg,0.15493633758537018
668,nno,0.15467768235793516
669,br,0.15463593630113315
670,eye,0.15433264948419637
671,ill,0.1543291363188632
672,arm,0.15432186156610395
673,studi,0.1543004906482774
674,polici,0.1542841519523367
675,specialti,0.15416115331845812
676,specimen,0.15410416062003504
677,approach,0.15330946984912
678,oral,0.15326398788095155
679,discov,0.15303680872608275
680,burn,0.15296020821251335
681,menu,0.1528844683282866
682,america,0.15283274014306578
683,nfeatur,0.15282250033561226
684,nschedul,0.15276078238931606
685,nconsent,0.15276078238931606
686,occup,0.1525846284819476
687,uniqu,0.15244046826549393
688,npid,0.1523258029487012
689,said,0.15222049306031532
690,babi,0.15191959288052984
691,nopen,0.1518503804623219
692,narthriti,0.15172496808734456
693,nnewsroom,0.15163365616919297
694,tell,0.15162381325117147
695,dark,0.15150928622906154
696,ncancer,0.1514064251261504
697,dunit,0.15115999091937082
698,scientist,0.15108822918106718
699,time,0.1508356987614534
700,angel,0.15061291006650407
701,amenorrhea,0.15050913964119222
702,npregnanc,0.15044573582713028
703,npcd,0.15040773986500686
704,cme,0.15040773986500686
705,std,0.1503532801437417
706,nmeet,0.14971619794756183
707,tobacco,0.14961485442151812
708,els,0.14939683286767577
709,grace,0.14878654731421356
710,nearbi,0.1486890831463992
711,import,0.14854365480228146
712,efeb,0.14838170224273517
713,nrelationship,0.14818065304368766
714,differ,0.14794837816512657
715,speaker,0.14766287271591474
716,john,0.1475443233024278
717,escap,0.14749797920399257
718,nacadem,0.14746099268268603
719,ncollaps,0.14745119108888513
720,horizon,0.1473983464552878
721,academi,0.1472026273814623
722,nmale,0.14704327780634108
723,reason,0.1467010835525299
724,summari,0.14666070211047405
725,view,0.14636031709462977
726,qfp,0.1461519407676915
727,realli,0.14610307082735963
728,insid,0.14606924922130346
729,noutpati,0.1460277854018634
730,sole,0.14592703228938983
731,lot,0.14591031562729462
732,cap,0.14586774173902978
733,lesion,0.1457701953520977
734,lung,0.1450786117701213
735,someth,0.14489930543109036
736,administr,0.14459216250938958
737,nreproduct,0.14437512687500656
738,transgend,0.1440354838155312
739,advoc,0.1439118533466433
740,rod,0.1437900669246142
741,immigr,0.14377178515651076
742,nsurgic,0.14377178515651076
743,nlgbtq,0.14377178515651076
744,nonbinari,0.14377178515651076
745,npep,0.14377178515651076
746,ngynecolog,0.14377178515651076
747,nwell,0.14377178515651076
748,nlegisl,0.14377178515651076
749,kid,0.14366677473153353
750,ibm,0.14352174016481328
751,contact,0.14347543493744488
752,nquestion,0.1434197851428124
753,serifmonospac,0.1434100266066142
754,nnew,0.14338250598112007
755,statu,0.14326246208832388
756,nminor,0.1431191777918876
757,exampl,0.1430924586671153
758,appli,0.14291831633917743
759,privaci,0.14278597030790569
760,answer,0.14256718149585343
761,angiographi,0.1423264656921073
762,valley,0.14230738203597676
763,nz,0.1422711543810582
764,nk,0.1422711543810582
765,nl,0.1422711543810582
766,nr,0.1422711543810582
767,nvideo,0.14212794246419072
768,rang,0.1418436498412951
769,womb,0.14176481228461033
770,progesteron,0.14146107055789198
771,ncombin,0.14137946550897126
772,remedi,0.141207489196761
773,nq,0.14111176923559077
774,nn,0.14111176923559077
775,pharmacogenom,0.14076221454834495
776,nwhat,0.14058498493902466
777,sick,0.1404856441257424
778,nintroduct,0.1404658967922208
779,thought,0.14044871777957066
780,douch,0.14038399456998166
781,record,0.14031697014289063
782,coil,0.14016016009412027
783,pass,0.1398793472479081
784,content,0.1395663597065702
785,week,0.13894607521390284
786,ensur,0.13865759586370122
787,number,0.138632940894871
788,nshow,0.13848306034050417
789,materi,0.13836644555063984
790,inequ,0.1383215066825459
791,omhh,0.1383215066825459
792,href,0.13820316335441282
793,monitor,0.13802703643527492
794,overself,0.13802611020518257
795,carefor,0.13802611020518257
796,nchest,0.13802611020518257
797,nfor,0.13787174499482344
798,salud,0.13786581414446658
799,medic,0.1377529219495776
800,elect,0.13737673449110768
801,nclinic,0.13675469488337114
802,nin,0.13620889135939404
803,nprimari,0.13594231380380473
804,profession,0.13584905245740442
805,today,0.13579266365808726
806,nemail,0.13551790273742015
807,smallpox,0.1353713476990668
808,indian,0.1352353381914774
809,upper,0.13494690813534277
810,nedward,0.13493730465166062
811,seattl,0.13493730465166062
812,nterri,0.13493730465166062
813,birmingham,0.13493730465166062
814,nmelatonin,0.13479470958592973
815,hi,0.13454362391072616
816,al,0.1345347388431812
817,quiz,0.1344326995269973
818,son,0.13438545365930463
819,vasectomi,0.13436032814801932
820,strategi,0.13433542038098537
821,virus,0.13420526076223593
822,testicular,0.13409549174750224
823,tunnel,0.13405182029305232
824,factor,0.13400080180690985
825,abscess,0.13367487982017542
826,kidney,0.13356845571349787
827,disord,0.13352639905594407
828,intend,0.1335122584054826
829,inhal,0.13338615801429451
830,slide,0.13333722300979528
831,section,0.1332710895765939
832,cirrhosi,0.13324554316578235
833,alpharetta,0.13310804885540164
834,roswel,0.13310804885540164
835,nproper,0.13253642752120712
836,npage,0.13248291054794023
837,mucu,0.13215395226161034
838,nsecondari,0.1320991405463394
839,thu,0.13196423663199283
840,ncareer,0.13195286504507198
841,mini,0.13192860252538863
842,happen,0.13187685836035026
843,ovarian,0.1317518279170265
844,njob,0.13135978089569703
845,depend,0.13122454721072424
846,ncall,0.13116028744494865
847,nspot,0.13113289629291586
848,anal,0.13092922459976258
849,gynecolog,0.13089562756533837
850,news,0.1308488311993876
851,nallow,0.13065550043957555
852,nprint,0.1305435034400611
853,approv,0.13035448589736567
854,right,0.130303432140652
855,dome,0.13026928253487396
856,lesbian,0.1302634166469905
857,secondari,0.13015014690205617
858,numb,0.12983100178994805
859,interruptu,0.12964038846968842
860,arriv,0.129537528488929
861,swell,0.12944210028964556
862,funer,0.12942669209237628
863,lab,0.12926769581636788
864,nreader,0.1291862448039613
865,nj,0.12897280479728915
866,great,0.12888700374696252
867,credenti,0.12884263411533597
868,nobstetrician,0.12884263411533597
869,multipl,0.1287935244419852
870,tract,0.128593629288186
871,etonogestrel,0.1285797604921206
872,npelvic,0.12849395711575917
873,skin,0.12831852956094175
874,nt,0.12831580648452626
875,disclos,0.12801091162783554
876,nbetter,0.12772777890507045
877,live,0.12753596279259558
878,bmi,0.1273582514312278
879,ng,0.12713788237789106
880,el,0.12709175235140632
881,obstetr,0.1270841348160644
882,dysfunct,0.12707995773546507
883,onc,0.12692644808390718
884,uncertain,0.12684332727961897
885,miscarriag,0.12668833514112263
886,ident,0.12649404680191625
887,predict,0.1262874538618711
888,arizona,0.12617436959180564
889,ndeputi,0.1261668602509232
890,pure,0.1261668602509232
891,registr,0.1261319597438691
892,edmond,0.1259364655722098
893,shape,0.12566718071520488
894,nmore,0.1256398163166699
895,coupl,0.1255229236529013
896,nmatern,0.12537158601479623
897,toolkit,0.12537158601479623
898,hiv,0.1252421894005162
899,http,0.1252345584496706
900,product,0.12502623305261176
901,natur,0.12495110026347131
902,joint,0.12469563539746253
903,genet,0.12469222371313037
904,fibroid,0.12467845493951973
905,wa,0.12433801381173465
906,npancrea,0.12429982170480494
907,episod,0.12415348015524603
908,nabbrevi,0.1240092971534544
909,hbv,0.12386938527170172
910,nemerg,0.12374026970105918
911,opt,0.12354108614372572
912,highlight,0.12350749042450065
913,mm,0.12323353862976293
914,xba,0.123096949004384
915,washington,0.1230127652729689
916,acet,0.12275857520253045
917,narmi,0.12219398673674606
918,mce,0.12219398673674606
919,ndoe,0.12219248560598027
920,unit,0.12208333125304313
921,ice,0.121973933194095
922,consider,0.12196162279518645
923,neditori,0.12192874536221139
924,duti,0.12180505205036192
925,version,0.12146114294995304
926,nabout,0.12145901412539023
927,share,0.12088678671076908
928,youth,0.12086780687049682
929,mouth,0.12085526016984839
930,nteam,0.12081225617967482
931,nphysic,0.12070847519095744
932,talk,0.12063181679932991
933,npolici,0.12041360115997708
934,knowledg,0.1202631415219918
935,sitio,0.12014283026390428
936,por,0.12014283026390428
937,meet,0.12002495519759024
938,flu,0.12001223312665958
939,zip,0.11993042534039337
940,challeng,0.11990533430493945
941,ll,0.11979468415052355
942,ntalk,0.11948571508272122
943,ntop,0.11944172914777985
944,estim,0.11940457659754287
945,web,0.11926030711763967
946,nf,0.11925955365480226
947,ncondomolog,0.11918620521797593
948,serv,0.11917564888118136
949,vte,0.11885490675046369
950,latest,0.118825914204715
951,allow,0.1188153160238435
