,0,1,abs_0
health,0.3636554750566526,0.07564099155044932,0.3636554750566526
control,0.3211463462753756,-0.23217864539985192,0.3211463462753756
birth,0.2905102295389543,-0.18465470784907426,0.2905102295389543
xc2,0.2177415655446128,-0.035777216415552295,0.2177415655446128
xe2,0.19900609631466357,-0.15704216465383686,0.19900609631466357
x80,0.1947054274406394,-0.15840588286324944,0.1947054274406394
women,0.1863442407438333,0.07755791882878643,0.1863442407438333
iron,0.15438853566912733,0.6138410533773107,0.15438853566912733
iud,0.15101558091544467,-0.15126849776008555,0.15101558091544467
doctor,0.12736053230530806,0.08763502487621884,0.12736053230530806
use,0.11907642296048963,-0.09205256478575222,0.11907642296048963
sex,0.10483700755896996,-0.07408258878576561,0.10483700755896996
disease,0.09730206846129824,0.0383549206618836,0.09730206846129824
topics,0.09574970821301404,0.050615678186824685,0.09574970821301404
pregnancy,0.09552085599330365,-0.00565548639640193,0.09552085599330365
blood,0.09129607790478085,0.10414717437350685,0.09129607790478085
contraception,0.08960937536249529,-0.07615539241239301,0.08960937536249529
help,0.08856125437698231,0.03960826214757914,0.08856125437698231
risk,0.0884699710354808,-0.00489625287728623,0.0884699710354808
emergency,0.08303634591318212,-0.04314324059688402,0.08303634591318212
methods,0.08279520382501347,-0.06807607032150989,0.08279520382501347
body,0.07875433567460939,0.16361422509077908,0.07875433567460939
pregnant,0.07621703100588102,0.017038106161795033,0.07621703100588102
medical,0.07172123989225021,-0.013939545201061266,0.07172123989225021
office,0.06671476585886998,0.005153392676432303,0.06671476585886998
anemia,0.06552069939857792,0.22440489497494276,0.06552069939857792
pill,0.06458582715150586,-0.036488283177306444,0.06458582715150586
pills,0.06439556047886526,0.006845468745530755,0.06439556047886526
deficiency,0.06318503889216907,0.21867707928861208,0.06318503889216907
hormonal,0.06211452849596646,-0.02274678930265244,0.06211452849596646
uterus,0.061685799728996,-0.0032476057427735594,0.061685799728996
need,0.06128903153038264,0.08265600564882544,0.06128903153038264
care,0.060665185228976175,-0.03998911006962468,0.060665185228976175
information,0.06045493193549058,-0.00564270833163606,0.06045493193549058
infections,0.05992922190737017,0.008390079449074992,0.05992922190737017
prevent,0.059428701638213316,-0.01734731232517056,0.059428701638213316
time,0.05914343998136658,-0.040622701939315886,0.05914343998136658
pain,0.057637642163890564,0.02626196386072923,0.057637642163890564
br,0.05526212408241759,0.16657606371586683,0.05526212408241759
nget,0.05509146501787565,0.02307430509567291,0.05509146501787565
method,0.05469419579197557,-0.05403122710800933,0.05469419579197557
xae,0.05379877278435239,-0.044462146348330164,0.05379877278435239
periods,0.053318535329039955,0.025358203060591545,0.053318535329039955
endometriosis,0.05271726835336757,0.07551160844840664,0.05271726835336757
does,0.05188913142444744,-0.0030112111342068134,0.05188913142444744
common,0.05130181637996569,0.02497086378602719,0.05130181637996569
pid,0.05063346350106859,0.005337028894082982,0.05063346350106859
include,0.050592376717013096,0.018386017769004503,0.050592376717013096
problems,0.04963386946740042,0.03485105929146956,0.04963386946740042
syndrome,0.049202070301537996,0.030748750978594586,0.049202070301537996
types,0.0482122730968681,-0.025047758452305807,0.0482122730968681
na,0.04814059623121313,0.023625781331135173,0.04814059623121313
nwhat,0.04800212074782973,0.029995991190699504,0.04800212074782973
cause,0.04777985058475433,0.046407614758901955,0.04777985058475433
make,0.04759020052995541,0.040783979613120636,0.04759020052995541
iuds,0.046942386059217155,-0.05261558501339814,0.046942386059217155
menstrual,0.046926232254564805,0.048580147435813396,0.046926232254564805
bleeding,0.04666397943843696,0.03133281320850987,0.04666397943843696
day,0.04658577679458792,0.02118783422857074,0.04658577679458792
owh,0.046580933502335414,0.026962877055456202,0.046580933502335414
symptoms,0.046465548719196295,0.043099117455219625,0.046465548719196295
type,0.045322750923941835,-0.003795398933482804,0.045322750923941835
nif,0.04516691625688745,0.014681615409562001,0.04516691625688745
x99s,0.04485650623893293,-0.04776937374451054,0.04485650623893293
xc3,0.04460954236691121,-0.012251780688672926,0.04460954236691121
getting,0.044142462878419504,-0.005929478695337959,0.044142462878419504
transmitted,0.04282166974675841,0.0003146554032763303,0.04282166974675841
aids,0.042662729439054865,0.018278620371326416,0.042662729439054865
diseases,0.042380884339981044,0.01618400066129794,0.042380884339981044
effects,0.04202701314165614,-0.018724424050243677,0.04202701314165614
clinic,0.041431014802744574,-0.034828739001256645,0.041431014802744574
npopular,0.040474483516864335,0.02304218485076312,0.040474483516864335
number,0.04024695201944714,-0.0028505584635523853,0.04024695201944714
days,0.040054544434880435,-0.03028918529938914,0.040054544434880435
https,0.04002885821041157,0.07712142295142234,0.04002885821041157
xd8,0.03986629839990002,0.012170034271724061,0.03986629839990002
stis,0.039724681654985196,-0.008849655378721559,0.039724681654985196
nyou,0.03958254955761061,-0.0014882787850186167,0.03958254955761061
conditions,0.0395620792701662,-3.2384788968796674e-05,0.0395620792701662
nthe,0.03947342860690785,-0.013822510505836825,0.03947342860690785
family,0.039192109681937044,-0.007170848597511269,0.039192109681937044
nhow,0.039183620974104466,0.0008203177180850583,0.039183620974104466
work,0.038709250109400684,-0.0011492114303426869,0.038709250109400684
insurance,0.03861384771601464,-0.029407867331430564,0.03861384771601464
helpline,0.03848603679896254,0.022354440085303587,0.03848603679896254
nall,0.03835847600005555,0.017200461329646737,0.03835847600005555
using,0.038357186775547475,-0.03635712912893713,0.038357186775547475
x94,0.038150545874709584,-0.0007446522920585176,0.038150545874709584
bv,0.03773235266715166,0.011845795148587548,0.03773235266715166
style,0.037662453498434806,0.05240485944157171,0.037662453498434806
